age,sex,race,marital-status,relationship,workclass,fnlwgt,education,education-num,occupation,capital-gain,capital-loss,hours-per-week,native-country,target
36,0,0,0,0,2,167482,12,6,2,0,0,40,0,<=50K
18,1,0,0,3,2,57957,1,9,5,0,0,15,0,<=50K
33,0,0,2,0,2,157747,4,5,2,0,0,70,0,<=50K
60,1,0,1,2,1,88570,9,11,6,0,0,15,9,>50K
40,1,0,2,4,2,273308,1,9,8,0,0,48,4,<=50K
48,0,0,1,1,2,216292,1,9,7,0,0,43,0,<=50K
27,0,0,1,1,1,131298,12,6,10,0,0,48,0,<=50K
19,0,0,0,3,2,386378,5,10,4,0,0,20,0,<=50K
38,0,0,1,1,2,179668,0,13,3,0,0,50,0,>50K
26,0,0,2,0,2,210812,5,10,10,0,0,43,0,<=50K
45,0,0,1,1,3,311671,9,11,11,3908,0,40,0,<=50K
20,1,0,0,3,2,215247,5,10,0,0,0,20,0,<=50K
32,0,0,2,4,3,125856,1,9,10,0,0,40,0,<=50K
22,1,0,0,3,2,74631,5,10,2,0,0,13,0,<=50K
22,0,0,0,0,2,24008,1,9,0,0,0,40,0,<=50K
38,1,1,0,4,0,354591,1,9,4,114,0,38,0,<=50K
34,0,0,1,1,2,155343,1,9,10,0,1848,50,0,>50K
46,1,4,6,4,2,308334,15,2,4,0,0,30,4,<=50K
39,1,0,2,0,2,245361,0,13,1,0,0,25,0,<=50K
79,1,0,6,0,1,158319,1,9,4,0,0,24,0,<=50K
24,0,0,0,3,2,314823,1,9,5,0,0,40,21,<=50K
31,0,0,1,1,2,211334,5,10,10,2407,0,65,0,<=50K
37,0,2,1,1,1,73199,0,13,5,3137,0,77,36,<=50K
23,0,0,0,5,2,126550,1,9,10,0,0,40,0,<=50K
31,0,0,1,1,2,260782,5,10,6,0,1579,45,22,<=50K
29,0,0,1,1,2,114224,0,13,3,0,0,40,0,>50K
22,1,0,0,3,0,64292,0,13,3,0,0,43,0,<=50K
55,1,0,2,4,4,219775,1,9,4,0,0,38,0,<=50K
43,0,0,2,5,2,212894,1,9,10,0,0,40,0,<=50K
23,0,4,0,4,2,260019,7,4,7,0,0,36,4,<=50K
29,0,0,0,4,2,228075,1,9,0,0,0,35,4,<=50K
22,1,0,0,5,2,239806,9,11,4,0,0,40,4,<=50K
22,0,0,0,0,2,324637,5,10,5,0,0,42,0,<=50K
25,0,0,1,1,2,163620,1,9,1,7298,0,84,0,>50K
29,0,0,0,3,2,194200,5,10,8,0,0,45,0,<=50K
25,0,1,0,0,0,129200,5,10,6,0,0,40,0,<=50K
33,1,0,0,0,3,207172,1,9,1,0,0,40,0,<=50K
33,0,0,0,0,2,135312,0,13,3,0,0,40,0,>50K
31,1,0,0,0,2,100734,8,16,3,0,0,28,0,<=50K
30,0,0,1,1,4,226443,3,14,3,0,1887,45,0,>50K
55,0,0,1,1,2,110871,0,13,5,0,0,40,0,<=50K
36,0,0,0,0,2,192704,14,8,1,4650,0,50,0,<=50K
28,0,0,0,0,2,78870,0,13,5,8614,0,40,0,>50K
42,0,0,1,1,2,107762,3,14,3,0,0,40,0,>50K
51,0,0,2,4,2,183611,6,12,1,0,0,55,9,<=50K
62,1,1,2,0,4,249078,0,13,3,0,0,40,0,<=50K
65,0,0,1,1,5,208452,5,10,5,0,0,35,0,>50K
23,0,0,1,1,2,302195,0,13,3,0,0,40,0,<=50K
47,0,1,1,1,2,379118,7,4,10,0,0,60,0,>50K
50,1,0,2,4,5,174855,1,9,1,0,0,40,0,<=50K
32,0,0,1,1,1,39369,0,13,10,0,0,40,0,<=50K
37,0,0,1,1,3,196348,5,10,8,0,0,40,0,<=50K
31,0,0,0,4,2,340917,1,9,10,14344,0,40,0,>50K
76,1,1,6,4,2,97077,12,6,5,0,0,12,0,<=50K
54,1,1,2,0,2,200098,0,13,5,0,0,60,0,<=50K
32,0,0,1,1,3,127651,0,13,3,0,0,40,0,>50K
31,1,0,0,0,2,315128,5,10,0,0,0,52,0,<=50K
31,0,0,2,0,3,206823,0,13,11,0,0,50,0,>50K
65,0,0,2,0,1,316093,10,15,3,0,1668,40,0,<=50K
30,0,0,1,1,2,112115,1,9,8,0,0,60,38,>50K
21,1,0,0,3,2,250051,5,10,3,0,0,10,0,<=50K
40,0,2,1,1,3,298635,3,14,9,0,1902,40,11,>50K
26,1,0,0,0,0,109193,5,10,10,0,0,40,0,<=50K
18,1,0,0,3,2,130849,2,7,4,0,0,8,0,<=50K
34,0,0,1,1,4,43959,1,9,4,0,0,50,0,<=50K
44,0,0,0,3,1,27242,5,10,7,0,0,60,0,<=50K
30,1,0,0,0,2,53158,6,12,9,0,0,40,0,<=50K
36,0,0,0,3,1,206520,0,13,10,0,0,40,0,<=50K
31,0,0,1,1,2,164190,5,10,3,0,0,50,0,>50K
22,0,0,0,0,2,287988,5,10,5,0,0,20,0,<=50K
23,0,2,0,3,2,83891,1,9,5,0,0,40,0,<=50K
49,0,0,1,1,2,65087,3,14,1,15024,0,50,0,>50K
39,0,0,4,3,1,363418,0,13,10,0,0,35,0,<=50K
19,0,0,0,3,2,278870,5,10,2,0,0,16,0,<=50K
30,0,0,1,1,2,174789,6,12,1,0,1848,50,0,>50K
25,1,2,0,5,2,228608,5,10,10,0,0,40,14,<=50K
46,0,0,1,1,2,263568,1,9,8,0,0,40,0,<=50K
37,0,0,1,1,2,117381,3,14,3,0,0,45,0,<=50K
41,0,0,1,1,3,83411,1,9,4,0,0,40,0,<=50K
40,0,0,1,1,1,49156,5,10,3,0,0,20,0,<=50K
44,1,0,2,4,2,421449,1,9,0,0,0,40,0,<=50K
32,0,0,1,1,2,238944,1,9,8,0,0,40,0,<=50K
58,0,1,1,1,2,188982,1,9,2,0,0,20,0,>50K
48,0,0,1,1,2,175925,1,9,8,0,0,48,0,<=50K
34,0,0,1,1,2,164190,0,13,1,0,0,40,0,<=50K
29,1,1,0,3,2,232914,9,11,0,0,0,40,0,<=50K
46,0,0,1,1,5,120121,0,13,5,0,0,50,0,>50K
36,0,2,0,0,4,180805,1,9,6,0,0,40,0,<=50K
59,0,0,0,0,4,161944,0,13,0,0,0,38,0,<=50K
29,0,0,1,1,2,319149,14,8,6,0,0,40,4,<=50K
25,0,0,1,1,2,290528,1,9,8,0,0,40,0,<=50K
27,1,2,0,0,2,123984,6,12,4,0,0,35,11,<=50K
48,0,0,1,1,2,34186,1,9,7,0,0,70,0,<=50K
51,1,0,0,0,3,282680,8,16,3,0,1564,70,0,>50K
36,0,0,2,0,2,183892,1,9,6,8614,0,45,0,>50K
42,0,0,2,4,4,195124,2,7,5,7430,0,50,5,>50K
49,0,0,1,1,0,55938,0,13,0,0,0,40,0,>50K
33,0,0,0,3,2,209900,5,10,9,0,0,20,0,<=50K
40,0,0,2,0,2,179717,0,13,5,0,1564,60,0,>50K
26,1,0,0,0,2,150361,0,13,3,0,0,40,0,<=50K
59,0,0,1,1,2,252714,1,9,8,0,0,30,25,<=50K
30,1,0,0,3,2,205204,1,9,0,0,0,40,0,<=50K
31,1,0,1,2,4,168906,6,12,0,0,0,35,0,<=50K
30,0,0,1,1,2,112115,0,13,1,0,0,50,0,>50K
27,1,0,0,0,2,116531,0,13,1,0,0,40,0,<=50K
56,1,0,2,4,2,191917,6,12,0,4101,0,40,0,<=50K
24,0,0,1,1,2,341294,1,9,8,0,0,40,0,<=50K
47,1,0,2,4,2,216734,0,13,5,0,0,50,0,<=50K
51,0,1,0,0,2,182187,0,13,3,0,0,35,0,<=50K
34,0,0,1,1,2,424988,1,9,10,0,0,45,0,<=50K
47,0,1,2,4,2,379118,1,9,4,0,0,9,0,<=50K
47,0,0,1,1,2,168232,5,10,0,0,0,44,0,>50K
20,1,2,0,4,2,147171,5,10,0,0,0,40,36,<=50K
31,1,0,2,0,2,193650,2,7,4,0,0,40,0,<=50K
42,1,0,2,4,2,200187,9,11,4,0,0,32,0,<=50K
52,0,0,3,5,2,188644,11,3,10,0,0,40,4,<=50K
56,1,0,6,0,2,398067,1,9,0,0,0,40,0,<=50K
53,0,0,1,1,2,29658,1,9,10,0,0,40,0,>50K
26,0,0,1,1,2,154966,5,10,5,0,0,50,0,>50K
81,1,0,2,0,2,364099,5,10,0,0,0,20,0,<=50K
57,0,0,2,0,3,97837,5,10,3,0,0,48,0,>50K
34,1,0,0,0,2,117983,1,9,0,0,0,40,0,<=50K
24,1,1,0,4,2,64167,9,11,9,0,0,40,0,<=50K
20,0,0,0,4,2,315877,1,9,4,0,2001,40,0,<=50K
68,1,1,2,5,3,232151,5,10,0,2346,0,40,0,<=50K
60,1,0,4,0,2,225526,1,9,5,0,0,32,0,<=50K
37,0,0,1,1,3,289653,5,10,10,0,0,40,0,<=50K
25,0,0,0,4,2,179462,7,4,2,0,0,40,0,<=50K
36,0,0,1,1,3,67317,1,9,0,0,0,40,0,<=50K
45,0,0,1,1,2,77764,6,12,10,0,0,40,0,<=50K
34,0,0,1,1,2,253438,5,10,1,0,0,60,0,>50K
31,1,0,4,0,2,150309,0,13,1,0,0,70,0,<=50K
47,0,0,1,1,1,83064,0,13,7,0,0,60,0,<=50K
60,0,0,1,1,1,376973,1,9,10,0,0,42,0,>50K
75,0,0,1,1,2,311184,0,13,1,0,0,24,0,<=50K
43,0,0,1,1,4,159449,5,10,11,0,0,40,0,<=50K
18,0,0,0,3,2,168288,1,9,2,0,0,40,0,<=50K
25,1,2,0,0,2,74883,0,13,9,0,1092,40,11,<=50K
20,1,0,0,3,2,275190,1,9,0,0,0,40,0,<=50K
32,1,0,0,0,2,189838,1,9,5,0,0,50,0,<=50K
57,0,0,1,1,5,101338,0,13,1,0,0,20,0,<=50K
43,0,0,1,1,2,331894,5,10,6,0,0,60,0,>50K
18,0,0,0,5,1,40293,1,9,7,0,0,40,0,<=50K
41,1,1,4,4,4,88904,0,13,3,0,0,40,0,<=50K
48,0,0,0,5,2,145041,1,9,8,0,0,40,21,<=50K
35,0,0,1,1,2,46385,1,9,6,5178,0,90,0,>50K
41,0,0,1,1,0,363591,9,11,1,0,0,40,0,<=50K
23,1,1,0,3,2,183327,1,9,10,0,1594,20,0,<=50K
32,0,0,1,1,0,182556,0,13,11,0,1887,45,0,>50K
33,0,0,0,3,2,267859,1,9,10,0,0,40,22,<=50K
58,0,0,1,1,2,190747,1,9,8,0,0,40,0,<=50K
22,0,0,0,5,2,162869,5,10,5,0,0,65,0,<=50K
33,1,0,2,0,2,141229,5,10,4,0,0,50,0,<=50K
42,0,0,1,1,1,174216,10,15,3,0,0,38,0,>50K
25,1,0,0,3,2,366416,1,9,0,0,0,40,0,<=50K
39,0,0,1,1,2,172538,1,9,3,0,0,50,0,>50K
35,0,0,1,1,2,193026,0,13,5,0,0,45,0,>50K
50,1,0,1,2,2,184424,5,10,0,0,1902,38,0,>50K
49,0,0,1,1,4,337768,3,14,1,0,0,50,0,>50K
25,0,0,0,3,4,179059,0,13,3,0,0,40,0,<=50K
47,1,1,2,4,3,99549,5,10,0,0,0,40,0,<=50K
46,1,0,1,2,2,72619,5,10,1,0,0,40,0,>50K
42,0,1,2,0,0,55764,6,12,3,0,0,40,0,<=50K
37,0,0,0,0,2,30267,2,7,6,0,0,60,0,>50K
25,0,0,0,0,2,308144,0,13,10,0,0,40,4,<=50K
29,0,0,1,1,2,206351,12,6,10,5013,0,40,0,<=50K
26,0,0,0,0,2,282304,5,10,5,0,0,45,0,<=50K
45,0,0,1,1,5,142719,0,13,1,0,0,40,0,>50K
34,1,0,4,4,2,114973,1,9,1,0,0,30,0,<=50K
33,1,1,0,4,3,159548,6,12,0,0,0,40,0,<=50K
43,0,0,1,1,2,91209,0,13,1,0,0,40,0,>50K
28,0,0,1,1,2,196564,1,9,10,0,0,45,0,<=50K
51,0,0,1,1,1,149220,5,10,7,0,0,75,0,<=50K
21,1,0,0,0,2,169699,5,10,4,0,0,35,0,<=50K
23,1,0,0,3,2,218215,6,12,4,0,0,35,0,<=50K
30,1,0,0,0,2,156718,1,9,9,0,0,40,0,<=50K
46,0,0,1,1,2,55720,3,14,1,0,0,45,0,>50K
38,0,0,0,0,5,257250,1,9,7,0,0,50,0,<=50K
20,0,0,0,0,2,194630,1,9,5,0,0,40,0,<=50K
36,0,0,1,1,2,398931,0,13,3,0,1485,50,0,>50K
37,0,0,1,1,1,362062,10,15,3,99999,0,50,0,>50K
44,0,0,0,0,4,101593,3,14,3,0,1876,42,0,<=50K
33,0,0,1,1,2,196266,1,9,10,0,0,40,0,>50K
45,0,0,0,0,4,197332,0,13,1,0,0,40,0,<=50K
47,0,0,1,1,2,97842,5,10,10,0,0,40,0,<=50K
54,0,2,1,1,2,86837,1,9,10,0,1902,40,0,>50K
17,0,0,0,3,2,57324,12,6,4,0,0,30,0,<=50K
43,1,0,1,2,2,116852,1,9,1,0,0,36,20,>50K
45,1,0,6,0,2,154430,0,13,3,10520,0,50,0,>50K
37,1,0,0,0,2,38468,5,10,0,0,0,40,0,<=50K
44,0,0,1,1,4,188808,9,11,10,0,0,40,0,>50K
55,1,0,6,4,4,177163,3,14,3,914,0,50,0,<=50K
41,0,0,1,1,2,187322,1,9,8,0,0,48,0,<=50K
23,1,0,0,3,2,107578,0,13,0,2174,0,40,0,<=50K
38,1,1,0,3,2,168680,5,10,0,0,0,40,0,<=50K
23,1,0,0,5,2,256755,0,13,2,0,0,40,1,<=50K
35,0,0,1,1,2,360799,1,9,10,7298,0,40,0,>50K
18,0,0,0,3,2,188476,2,7,1,0,0,20,0,<=50K
47,0,0,1,1,2,30457,9,11,4,0,0,40,0,<=50K
25,1,0,0,0,2,252752,5,10,3,0,0,8,0,<=50K
41,0,0,1,1,1,443508,1,9,1,0,0,50,0,<=50K
23,1,2,0,5,2,244408,5,10,0,0,0,24,36,<=50K
41,1,0,1,2,2,178983,1,9,0,0,0,40,0,<=50K
26,0,0,1,1,2,143068,5,10,1,2407,0,50,0,<=50K
30,0,0,0,0,4,247328,5,10,0,0,0,40,0,<=50K
42,0,0,1,1,2,201732,5,10,5,0,0,40,0,>50K
35,1,0,2,4,2,246829,1,9,1,0,0,40,0,<=50K
29,1,0,4,4,2,119170,5,10,9,0,0,40,0,<=50K
21,1,0,3,3,2,207923,5,10,0,0,0,15,0,<=50K
48,0,0,2,0,0,170142,3,14,3,0,0,40,0,>50K
44,0,0,2,4,1,187164,1,9,6,0,0,60,0,<=50K
34,0,0,0,3,4,303867,4,5,4,0,0,40,0,<=50K
19,1,0,0,3,2,291429,1,9,4,0,0,25,0,<=50K
32,0,0,2,3,2,213179,5,10,10,0,0,40,0,>50K
31,1,1,4,4,0,111843,6,12,4,0,0,40,0,<=50K
25,0,0,1,1,2,297154,1,9,2,2407,0,40,0,<=50K
47,0,1,1,1,3,68493,1,9,0,0,0,40,0,>50K
46,1,0,6,0,3,340718,2,7,0,0,0,40,0,<=50K
18,0,0,0,3,2,194059,14,8,0,0,0,40,0,<=50K
31,1,0,1,2,2,47296,5,10,0,0,1740,20,0,<=50K
28,1,0,1,3,0,286310,1,9,0,0,0,40,0,<=50K
38,0,0,1,1,2,207202,1,9,8,0,0,48,0,>50K
33,0,0,1,1,5,132601,1,9,10,0,0,40,0,>50K
41,0,0,1,1,2,160785,9,11,1,0,0,40,0,>50K
46,0,0,1,1,2,117849,5,10,5,15024,0,40,0,>50K
38,0,0,1,1,4,225605,5,10,3,0,0,44,0,<=50K
24,0,0,0,0,2,190290,0,13,5,0,0,60,0,<=50K
49,0,0,1,1,2,164799,1,9,8,0,0,40,0,>50K
60,1,3,2,0,3,21876,5,10,3,0,0,40,0,<=50K
44,0,0,1,1,2,160785,0,13,5,0,0,60,0,>50K
63,0,0,1,1,5,272425,9,11,1,0,0,40,0,>50K
40,0,0,1,1,2,168538,1,9,5,0,0,60,0,>50K
45,0,0,1,1,5,204205,5,10,1,0,0,50,0,>50K
49,0,0,1,1,2,142287,5,10,0,0,1902,50,0,>50K
36,1,0,2,0,2,169926,1,9,5,0,0,40,0,<=50K
65,0,0,1,1,4,205024,1,9,4,0,0,8,0,<=50K
41,0,0,6,4,2,374764,0,13,1,0,0,20,0,<=50K
25,1,0,4,3,2,108779,3,14,4,0,0,40,0,<=50K
60,0,0,6,0,2,227332,9,11,0,0,0,40,0,<=50K
17,1,0,0,3,4,246308,2,7,3,0,0,20,5,<=50K
28,1,0,1,2,2,51331,6,12,1,0,0,16,0,>50K
31,0,4,0,3,2,153078,6,12,10,0,0,50,0,<=50K
47,1,0,0,0,2,169180,3,14,3,0,0,35,0,<=50K
45,0,0,1,1,1,193451,5,10,6,0,0,45,0,<=50K
51,0,0,0,0,2,305147,0,13,3,0,0,40,0,<=50K
23,0,1,0,3,2,138892,1,9,8,0,0,40,0,<=50K
44,1,0,1,2,1,402397,3,14,1,0,1902,60,0,>50K
34,0,0,0,5,2,223267,1,9,1,0,0,50,0,<=50K
19,0,0,0,3,2,29250,5,10,3,0,0,10,0,<=50K
46,0,0,1,1,0,29696,1,9,6,0,0,40,0,<=50K
30,0,2,1,1,2,315640,8,16,3,0,1977,40,26,>50K
37,0,0,1,1,2,632613,12,6,7,0,0,35,4,<=50K
56,0,0,1,1,2,282023,10,15,3,0,0,45,0,>50K
29,0,0,1,1,2,77760,1,9,0,0,0,45,0,<=50K
46,0,0,1,1,1,148599,3,14,10,0,0,50,0,>50K
55,0,0,1,1,2,414994,1,9,10,0,0,40,0,<=50K
45,0,0,2,0,2,339863,0,13,5,8614,0,48,0,>50K
34,0,0,3,0,2,499249,1,9,2,0,0,40,24,<=50K
41,0,0,0,0,2,252058,0,13,0,0,0,40,0,<=50K
34,0,0,1,1,2,117963,10,15,3,0,0,50,0,>50K
27,0,1,0,3,2,194652,1,9,10,0,0,40,0,<=50K
29,0,1,0,4,2,299705,5,10,2,0,0,37,0,<=50K
19,1,0,0,3,3,27433,14,8,4,0,0,30,0,<=50K
47,0,0,1,1,4,39986,0,13,3,0,0,40,0,<=50K
43,0,0,1,1,5,135342,5,10,1,0,0,50,0,>50K
52,1,1,4,4,2,270142,9,11,1,0,0,60,0,<=50K
33,0,0,2,0,1,118267,6,12,5,0,0,60,0,<=50K
29,0,0,1,1,2,266043,4,5,6,0,0,40,0,<=50K
23,0,0,1,1,2,35633,1,9,2,0,0,40,0,<=50K
23,0,0,0,0,2,74568,5,10,1,0,0,40,0,<=50K
39,0,0,1,1,2,214816,0,13,1,0,0,60,0,<=50K
43,1,0,0,4,2,222971,11,3,8,0,0,40,4,<=50K
31,0,0,1,1,2,259425,1,9,10,0,0,40,0,>50K
47,0,0,1,1,5,212120,1,9,10,0,0,40,0,>50K
26,0,0,0,0,2,245880,1,9,0,0,0,60,0,<=50K
58,1,0,0,0,4,54947,5,10,3,0,0,55,0,<=50K
47,0,0,2,0,5,79627,10,15,3,27828,0,50,0,>50K
55,1,0,0,5,2,151474,0,13,9,0,1590,38,0,<=50K
26,1,0,1,2,2,132661,1,9,1,5013,0,40,0,<=50K
28,1,0,0,4,2,161674,1,9,8,0,0,40,0,<=50K
36,0,1,1,1,2,62346,1,9,10,0,0,40,0,<=50K
40,0,0,1,1,2,227236,1,9,5,0,0,50,0,<=50K
19,0,0,0,0,2,283033,2,7,4,0,0,40,0,<=50K
63,0,0,1,1,1,298249,0,13,5,10605,0,40,0,>50K
42,0,0,1,1,2,251229,0,13,6,0,0,40,0,<=50K
76,0,0,1,1,2,199949,4,5,11,0,0,13,0,<=50K
23,1,0,0,0,0,305498,9,11,9,0,0,40,0,<=50K
38,0,0,0,0,1,203836,11,3,6,0,0,40,0,<=50K
33,0,2,0,0,0,79440,3,14,3,0,0,30,28,<=50K
48,0,0,1,1,4,142719,3,14,3,0,0,40,0,>50K
56,0,0,2,0,2,119859,5,10,6,0,0,40,0,>50K
32,0,1,1,1,2,141410,1,9,8,0,0,40,0,<=50K
44,1,0,2,4,4,202872,5,10,3,0,0,25,0,<=50K
27,1,1,2,3,2,198813,1,9,0,0,0,40,0,<=50K
33,0,0,0,0,3,129707,5,10,1,0,0,50,0,<=50K
22,0,0,0,0,2,445758,11,3,2,0,0,40,4,<=50K
44,0,0,1,1,2,173981,1,9,10,0,0,40,0,<=50K
42,0,3,1,1,2,108506,1,9,6,0,0,60,0,<=50K
34,1,0,0,0,2,134886,5,10,0,0,0,40,0,<=50K
45,0,0,1,1,3,181970,1,9,0,0,1672,40,0,<=50K
57,0,0,1,1,5,282913,1,9,5,0,0,40,1,<=50K
59,0,0,1,1,4,196013,0,13,3,0,0,40,0,>50K
33,1,1,1,2,3,348491,5,10,1,0,0,40,0,>50K
52,0,4,1,1,2,416164,1,9,7,0,0,49,4,<=50K
17,1,0,0,3,2,121037,14,8,5,0,0,15,0,<=50K
29,0,0,0,3,2,103111,1,9,4,0,0,30,8,<=50K
63,0,0,1,1,1,147589,0,13,5,0,0,30,0,>50K
20,0,0,0,0,2,24008,5,10,2,0,0,24,0,<=50K
42,0,0,1,1,5,123838,10,15,3,0,1977,50,0,>50K
50,0,0,1,1,1,175456,1,9,7,0,0,50,0,<=50K
55,1,0,1,2,2,84774,1,9,13,0,0,30,0,<=50K
27,1,1,1,2,2,194590,6,12,0,0,0,25,0,<=50K
28,0,0,1,1,2,134566,0,13,1,0,0,45,0,<=50K
55,0,0,1,1,2,211678,9,11,8,0,0,45,0,<=50K
44,0,0,1,1,3,44822,5,10,10,0,0,40,0,<=50K
53,1,0,0,0,0,144586,5,10,11,0,0,40,0,<=50K
23,0,0,1,1,2,119156,1,9,10,0,0,40,0,<=50K
25,1,0,2,0,2,371987,1,9,0,0,0,40,0,<=50K
44,1,0,2,0,0,144125,0,13,3,0,0,40,0,<=50K
55,0,0,1,1,2,31905,3,14,1,0,1977,40,0,>50K
48,0,0,1,1,1,121124,5,10,3,0,0,35,0,>50K
46,0,0,1,1,2,58126,1,9,10,0,0,40,0,<=50K
26,0,0,0,0,2,318518,5,10,6,0,0,40,0,<=50K
30,0,0,4,0,2,296509,7,4,7,0,0,45,4,<=50K
32,0,0,1,1,2,473133,3,14,3,0,0,40,0,>50K
52,0,0,1,1,2,155434,1,9,1,0,0,48,0,<=50K
52,0,0,1,1,2,99185,1,9,5,7298,0,50,0,>50K
39,1,0,4,0,2,56648,1,9,5,0,0,47,0,<=50K
57,0,0,1,1,4,118481,0,13,3,0,1902,40,0,>50K
21,0,0,0,3,2,321666,1,9,10,594,0,40,0,<=50K
22,0,0,0,3,0,119838,5,10,4,0,0,10,0,<=50K
26,0,0,1,1,2,330695,5,10,8,0,0,40,0,<=50K
26,0,0,1,1,0,58039,5,10,4,0,0,40,0,<=50K
44,0,1,1,1,2,313022,9,11,1,0,0,40,0,>50K
42,1,0,2,0,2,178134,5,10,0,0,0,30,0,<=50K
40,0,0,1,1,2,165309,5,10,6,0,0,43,0,<=50K
22,0,0,0,3,2,216181,2,7,10,0,0,45,0,<=50K
62,0,0,1,1,2,178745,1,9,10,0,0,45,0,>50K
44,0,0,1,1,2,111067,5,10,10,0,0,40,0,<=50K
33,0,0,3,0,1,295591,15,2,10,0,0,40,4,<=50K
45,0,0,1,1,2,123075,1,9,1,0,0,50,0,<=50K
18,0,0,1,3,2,78045,2,7,2,0,0,40,0,<=50K
32,0,0,0,0,4,255004,5,10,10,0,0,40,0,<=50K
33,1,0,0,0,2,254221,8,16,3,0,0,60,0,>50K
20,0,0,0,3,2,174714,5,10,3,0,0,15,0,<=50K
68,0,0,1,1,1,450580,1,9,7,0,0,20,0,<=50K
61,0,0,1,1,2,128230,7,4,5,0,0,50,0,>50K
48,0,0,1,1,2,192894,8,16,3,0,0,40,0,>50K
45,0,0,1,1,2,325390,1,9,5,0,0,40,0,<=50K
36,1,0,1,2,1,20333,1,9,5,7688,0,40,0,>50K
32,1,1,0,3,3,128714,1,9,4,0,0,32,0,<=50K
35,1,0,2,0,2,170797,0,13,4,0,0,40,0,<=50K
39,0,0,1,1,2,269186,1,9,10,0,0,40,0,<=50K
53,0,0,1,1,2,127671,7,4,8,0,0,40,0,<=50K
30,1,1,4,4,2,211840,5,10,5,0,0,16,0,<=50K
40,0,0,2,0,2,201495,0,13,11,0,0,45,0,<=50K
25,1,1,0,0,2,251854,5,10,0,0,0,40,2,<=50K
41,1,1,0,0,2,279297,1,9,5,0,0,60,0,<=50K
52,0,0,1,1,1,195462,1,9,7,0,0,98,0,>50K
33,0,0,1,1,2,170769,1,9,10,0,0,40,0,<=50K
28,0,0,0,3,2,142443,1,9,10,0,0,40,0,<=50K
25,0,0,1,1,1,182809,1,9,10,7298,0,40,0,>50K
53,0,0,1,1,2,121441,5,10,5,0,0,55,0,<=50K
44,0,0,0,3,2,275094,15,2,4,0,0,10,0,<=50K
35,1,0,2,4,2,170263,1,9,1,0,0,40,0,<=50K
38,0,0,2,3,2,172571,5,10,10,0,0,58,12,<=50K
34,0,0,1,1,2,178615,1,9,8,0,0,40,0,<=50K
33,1,0,2,0,2,279524,1,9,8,0,0,40,0,<=50K
24,1,0,1,2,0,165201,5,10,0,0,0,45,0,<=50K
65,1,1,6,4,4,323006,1,9,4,0,0,25,0,<=50K
29,0,0,1,1,2,235168,6,12,5,0,0,60,0,<=50K
39,0,0,1,1,5,114844,10,15,3,99999,0,65,0,>50K
46,0,0,1,1,4,216414,5,10,11,0,0,40,0,>50K
37,0,0,1,1,2,34378,7,4,7,2580,0,60,0,<=50K
47,0,0,1,1,0,80914,3,14,1,0,0,47,0,>50K
62,0,0,1,1,2,73292,5,10,4,0,0,40,0,<=50K
54,0,0,1,1,1,212165,1,9,5,0,0,60,0,<=50K
90,0,2,0,0,2,52386,5,10,4,0,0,35,0,<=50K
33,0,0,3,0,2,205649,6,12,10,0,0,20,0,<=50K
57,0,0,1,1,2,109638,5,10,1,0,1672,45,0,<=50K
25,0,0,0,3,2,200408,6,12,10,0,0,40,0,<=50K
44,0,0,1,1,5,187720,5,10,5,0,0,50,0,>50K
52,0,0,3,0,2,236180,0,13,4,0,0,50,0,<=50K
21,0,0,0,3,2,118693,5,10,8,0,0,40,0,<=50K
31,0,1,0,4,2,363130,1,9,4,0,0,18,0,<=50K
39,0,0,1,1,2,225544,3,14,6,0,0,40,12,<=50K
59,1,0,6,4,3,243612,1,9,8,0,0,40,0,<=50K
29,0,0,1,1,1,160786,1,9,1,0,0,55,0,<=50K
49,0,1,0,5,2,234320,7,4,3,0,0,45,0,<=50K
34,0,0,1,1,2,314646,4,5,10,0,0,40,0,<=50K
22,0,0,0,0,2,124971,0,13,5,0,0,40,0,<=50K
32,0,4,1,1,2,209184,0,13,5,0,0,40,5,<=50K
39,1,1,2,4,0,121838,1,9,4,0,0,40,0,<=50K
46,0,0,1,1,2,265275,3,14,3,0,0,60,0,<=50K
50,0,0,1,1,2,71417,1,9,10,3103,0,40,0,>50K
34,0,0,0,0,2,45522,1,9,4,0,0,40,0,<=50K
28,1,0,1,2,4,250135,3,14,3,0,1902,55,0,<=50K
18,1,0,0,3,2,120283,14,8,5,0,0,24,0,<=50K
20,0,0,0,0,2,216972,1,9,5,0,0,30,0,<=50K
20,1,0,0,5,2,116791,1,9,8,0,0,40,0,<=50K
55,1,3,6,0,0,26290,9,11,1,0,0,38,0,<=50K
22,1,1,0,3,2,216134,5,10,5,0,0,40,0,<=50K
60,0,0,1,1,1,143932,3,14,1,0,0,40,0,<=50K
40,0,0,2,0,2,217120,12,6,10,0,0,50,0,<=50K
47,1,0,1,2,0,223944,5,10,0,0,0,30,0,<=50K
23,1,0,0,0,2,185452,0,13,1,0,0,35,8,<=50K
57,1,0,6,0,4,44273,1,9,6,0,0,40,0,<=50K
52,0,0,1,1,2,178983,2,7,4,0,0,40,0,<=50K
42,0,0,6,4,2,219288,7,4,10,0,0,40,0,<=50K
25,0,0,0,3,2,349190,6,12,2,0,0,20,0,<=50K
49,1,0,1,2,5,158685,1,9,0,0,2377,40,0,>50K
